"ID",Name,Address,Featured image,Bing Maps URL,Latitude,Longitude,Rating,Rating Info,Category,Open Hours,Website,Phone,Emails,Social Medias,Facebook,Instagram,Twitter
ypid:YN3E76093A39312D21,Air Conditioning Systems,"Private Address in Mount Ive, South Australia",,https://www.bing.com/maps?cp=-32.20541000366211%7E136.10736083984375&lvl=16.0&q=Air%20Conditioning%20Systems%20%2C%20Private%20Address%20in%20Mount%20Ive%2C%20South%20Australia,-32.20541,136.1073608,,,Home service,Open · Closes 5 PM,https://www.airconsystems.com.au/,(03) 9702 4655,### In progress ###,### In progress ###,### In progress ###,### In progress ###,### In progress ###
ypid:YN5B1FCEDCAD0DCC5A,RCR Haden,"100 Cowle Rd, Karratha Western Australia 6714",https://www.bing.com/th?id=OLC.zKTkLpiSsDnYgw480x360&pid=Local,https://www.bing.com/maps?cp=-20.76256561279297%7E116.87550354003906&lvl=16.0&q=RCR%20Haden%20%2C%20100%20Cowle%20Rd%2C%20Karratha%20Western%20Australia%206714,-20.76256561,116.8755035,,,HVAC services,Open · Closes 5 PM,http://www.haden.com.au/,(08) 9185 9022,### In progress ###,### In progress ###,### In progress ###,### In progress ###,### In progress ###
ypid:YN12E1C5D186C6C636,Bay Area Air Conditioning,"7908 Rutillio Ct, New Port Richey, FL 34653",https://www.bing.com/th?id=OLC.LnVQswXlGf6Apw480x360&pid=Local,https://www.bing.com/maps?cp=28.271940231323242%7E-82.70347595214844&lvl=16.0&q=Bay%20Area%20Air%20Conditioning%20%2C%207908%20Rutillio%20Ct%2C%20New%20Port%20Richey%2C%20FL%2034653,28.27194023,-82.70347595,4.5,Yelp (15),HVAC services,Open 24 hours,https://bayareacool.com/,(727) 375-2665,### In progress ###,### In progress ###,### In progress ###,### In progress ###,### In progress ###
ypid:YN2A2352677EF6B3D2,Mechanical Project Services Pty Ltd Cairns,"12-14 Victoria St, Cairns Queensland 4870",,https://www.bing.com/maps?cp=-16.925214767456055%7E145.76609802246094&lvl=16.0&q=Mechanical%20Project%20Services%20Pty%20Ltd%20Cairns%20%2C%2012-14%20Victoria%20St%2C%20Cairns%20Queensland%204870,-16.92521477,145.766098,,,Home service,Open 24 hours,https://mechps.com.au/,1300 040 805,### In progress ###,### In progress ###,### In progress ###,### In progress ###,### In progress ###
ypid:YN2C7D1BD99BF4C2FD,Climatech,"168 Rocky Point Rd, Sydney New South Wales 2217",,https://www.bing.com/maps?cp=-33.9786376953125%7E151.1367645263672&lvl=16.0&q=Climatech%20%2C%20168%20Rocky%20Point%20Rd%2C%20Sydney%20New%20South%20Wales%202217,-33.9786377,151.1367645,,,Corporate office,,https://climatech.net.au/,,### In progress ###,### In progress ###,### In progress ###,### In progress ###,### In progress ###
ypid:YN2CECF339AA3A7690,Nuaire,Caerphilly CF83 1NA,https://www.bing.com/th?id=OLC.wZ/SUDO9F7xTew480x360&pid=Local,https://www.bing.com/maps?cp=51.5711669921875%7E-3.2327420711517334&lvl=16.0&q=Nuaire%20%2C%20Caerphilly%20CF83%201NA,51.57116699,-3.232742071,,,HVAC supplier,Closed · Opens 8:30 AM,http://www.nuaire.co.uk/,029 2088 5911,### In progress ###,### In progress ###,### In progress ###,### In progress ###,### In progress ###
ypid:YN6C2F2382BC6C24DF,ARA Mechanical,"176-180 March St, Orange New South Wales 2800",,https://www.bing.com/maps?cp=-33.28092575073242%7E149.1078338623047&lvl=16.0&q=ARA%20Mechanical%20%2C%20176-180%20March%20St%2C%20Orange%20New%20South%20Wales%202800,-33.28092575,149.1078339,,,Contractor,Closed · Opens Mon 9 AM,https://mechanical.aragroup.com.au/companies/aces-orange/,(02) 6362 5944,### In progress ###,### In progress ###,### In progress ###,### In progress ###,### In progress ###
ypid:YN54F9999E86DA0D78,Beyer Boys Air Conditioning & Heating,"17153 Beyer John Dr, Selma, TX 78154",https://www.bing.com/th?id=OLC.SSSf9FHw7DhwQg480x360&pid=Local,https://www.bing.com/maps?cp=29.595714569091797%7E-98.30054473876953&lvl=16.0&q=Beyer%20Boys%20Air%20Conditioning%20%26%20Heating%20%2C%2017153%20Beyer%20John%20Dr%2C%20Selma%2C%20TX%2078154,29.59571457,-98.30054474,2.5,Yelp (68),HVAC services,Open 24 hours,https://beyerairconditioningheating.com/locations/san-antonio/,(210) 503-7161,### In progress ###,### In progress ###,### In progress ###,### In progress ###,### In progress ###
ypid:YN562EEA1339390162,"Air Temp Solutions - AC Repair, Heating Repair, Water Heater Repair & Plumbing Milford DE","329 S Rehoboth Blvd, Milford, DE 19963",https://www.bing.com/th?id=OLC.Zbl+4dIXx/jGyw480x360&pid=Local,https://www.bing.com/maps?cp=38.90909957885742%7E-75.41292572021484&lvl=16.0&q=Air%20Temp%20Solutions%20-%20AC%20Repair%2C%20Heating%20Repair%2C%20Water%20Heater%20Repair%20%26%20Plumbing%20Milford%20DE%20%2C%20329%20S%20Rehoboth%20Blvd%2C%20Milford%2C%20DE%2019963,38.90909958,-75.41292572,1.5,Yelp (11),HVAC services,Open 24 hours,https://www.airtempandplumbing.com/milford/,(302) 219-3973,### In progress ###,### In progress ###,### In progress ###,### In progress ###,### In progress ###
ypid:YNEC4B74DC7CD4107,Williams Comfort Air - Heating Cooling Plumbing Electrical,"10640 E 59th St, Indianapolis, IN 46236",https://www.bing.com/th?id=OLC.POUfcZbAV1W+Bg480x360&pid=Local,https://www.bing.com/maps?cp=39.8643798828125%7E-85.9793930053711&lvl=16.0&q=Williams%20Comfort%20Air%20-%20Heating%20Cooling%20Plumbing%20Electrical%20%2C%2010640%20E%2059th%20St%2C%20Indianapolis%2C%20IN%2046236,39.86437988,-85.97939301,3.5,Yelp (9),HVAC services,Open 24 hours,https://williamscomfortair.com/location/lawrence-indiana/,(317) 210-1753,### In progress ###,### In progress ###,### In progress ###,### In progress ###,### In progress ###
ypid:YN254E6EA615CCE6A0,River City's One Hour Air Conditioning and Heating,"12260 S Harrells Ferry Rd, Baton Rouge, LA 70816",https://www.bing.com/th?id=OLC.gdvv9HQg5wASzA480x360&pid=Local,https://www.bing.com/maps?cp=30.43209457397461%7E-91.04669952392578&lvl=16.0&q=River%20City's%20One%20Hour%20Air%20Conditioning%20and%20Heating%20%2C%2012260%20S%20Harrells%20Ferry%20Rd%2C%20Baton%20Rouge%2C%20LA%2070816,30.43209457,-91.04669952,2.5,Yelp (81),HVAC services,Open 24 hours,https://www.onehourheatandair.com/baton-rouge/,(225) 320-4162,### In progress ###,### In progress ###,### In progress ###,### In progress ###,### In progress ###
ypid:YN3DD23EC46ABFC39F,"Neese Heating, AC & Plumbing","6855 Shiloh Rd E, Alpharetta, GA 30005",https://www.bing.com/th?id=OLC.+6cGdSElp/BeYQ480x360&pid=Local,https://www.bing.com/maps?cp=34.108638763427734%7E-84.20344543457031&lvl=16.0&q=Neese%20Heating%2C%20AC%20%26%20Plumbing%20%2C%206855%20Shiloh%20Rd%20E%2C%20Alpharetta%2C%20GA%2030005,34.10863876,-84.20344543,5,Angi (74),HVAC services,Open 24 hours,https://neesehvac.com/,(770) 751-1850,### In progress ###,### In progress ###,### In progress ###,### In progress ###,### In progress ###
ypid:YN882B9A77F8C91D38,"Doc Savage Heating and Air Conditioning, Inc.","2216 Bungalow Rd, Augusta, GA 30906",https://www.bing.com/th?id=OLC.iWRg1khYIpQccg480x360&pid=Local,https://www.bing.com/maps?cp=33.433780670166016%7E-82.02167510986328&lvl=16.0&q=Doc%20Savage%20Heating%20and%20Air%20Conditioning%2C%20Inc.%20%2C%202216%20Bungalow%20Rd%2C%20Augusta%2C%20GA%2030906,33.43378067,-82.02167511,3.5,Yelp (14),HVAC services,Open 24 hours,https://docsavageair.com/,(706) 426-9262,### In progress ###,### In progress ###,### In progress ###,### In progress ###,### In progress ###
ypid:YNF66130E4FD8BA2AF,All Weather Heating & Cooling,"710 NE 17th Pl, Ocala, FL 34470",https://www.bing.com/th?id=OLC.wkP1mbue97d0Ig480x360&pid=Local,https://www.bing.com/maps?cp=29.204153060913086%7E-82.1297836303711&lvl=16.0&q=All%20Weather%20Heating%20%26%20Cooling%20%2C%20710%20NE%2017th%20Pl%2C%20Ocala%2C%20FL%2034470,29.20415306,-82.12978363,2.5,Yelp (11),HVAC services,Open 24 hours,https://www.allweatherheatingandcooling.net/,(352) 867-0019,### In progress ###,### In progress ###,### In progress ###,### In progress ###,### In progress ###
ypid:YNE4AED5D05B4BC963,Environment Masters,"168 E Porter St, Jackson, MS 39201",https://www.bing.com/th?id=OLC.ONyseyeB7OP5uw480x360&pid=Local,https://www.bing.com/maps?cp=32.28850555419922%7E-90.1923599243164&lvl=16.0&q=Environment%20Masters%20%2C%20168%20E%20Porter%20St%2C%20Jackson%2C%20MS%2039201,32.28850555,-90.19235992,4,Yelp (34),HVAC services,Open 24 hours,https://environmentmasters.com/ac-heating-services/air-conditioning/,(601) 921-7636,### In progress ###,### In progress ###,### In progress ###,### In progress ###,### In progress ###
ypid:YNA6F2132E802CE84B,Air Depot Cooling & Heating,"12920 Cypress North Houston Rd, Cypress, TX 77429",https://www.bing.com/th?id=OLC.O/X/9Yu5l62j1g480x360&pid=Local,https://www.bing.com/maps?cp=29.947956085205078%7E-95.61524200439453&lvl=16.0&q=Air%20Depot%20Cooling%20%26%20Heating%20%2C%2012920%20Cypress%20North%20Houston%20Rd%2C%20Cypress%2C%20TX%2077429,29.94795609,-95.615242,4,Yelp (23),HVAC services,Closed · Opens 7 AM,https://airdepot.com/,(281) 477-3700,### In progress ###,### In progress ###,### In progress ###,### In progress ###,### In progress ###
ypid:YNA65C8F06247B7EDB,Total Air Air Conditioning & Heating,"3100 39th Ave N, St Petersburg, FL 33714",https://www.bing.com/th?id=OLC.4NRhoWcYya3aLQ480x360&pid=Local,https://www.bing.com/maps?cp=27.8071231842041%7E-82.67575073242188&lvl=16.0&q=Total%20Air%20Air%20Conditioning%20%26%20Heating%20%2C%203100%2039th%20Ave%20N%2C%20St%20Petersburg%2C%20FL%2033714,27.80712318,-82.67575073,3,Yelp (32),HVAC services,Open 24 hours,https://totalairinc.net/,(727) 888-2922,### In progress ###,### In progress ###,### In progress ###,### In progress ###,### In progress ###
ypid:YNACE5861104E649C,Bass Air Conditioning Company,"3261 Natal St, Fayetteville, NC 28306",https://www.bing.com/th?id=OLC.Gk2wExxYPDfKSQ480x360&pid=Local,https://www.bing.com/maps?cp=35.01235580444336%7E-78.91812133789062&lvl=16.0&q=Bass%20Air%20Conditioning%20Company%20%2C%203261%20Natal%20St%2C%20Fayetteville%2C%20NC%2028306,35.0123558,-78.91812134,3,Yelp (22),HVAC services,Open 24 hours,https://bass-air.com/,(910) 302-3938,### In progress ###,### In progress ###,### In progress ###,### In progress ###,### In progress ###
ypid:YNE01D2A355E5E4FEA,RCI Air Conditioning Company,"16641 SW 117th Ave #10B, Miami, FL 33177",https://www.bing.com/th?id=OLC.xdDNpi91wbVvFg480x360&pid=Local,https://www.bing.com/maps?cp=25.61395835876465%7E-80.38133239746094&lvl=16.0&q=RCI%20Air%20Conditioning%20Company%20%2C%2016641%20SW%20117th%20Ave%20%2310B%2C%20Miami%2C%20FL%2033177,25.61395836,-80.3813324,4,Yelp (34),HVAC services,Open 24 hours,https://www.rci-air.com/,(305) 396-3728,### In progress ###,### In progress ###,### In progress ###,### In progress ###,### In progress ###
ypid:YNCA282923D613E2BC,Air Control Australia,"1/123 Balliang St, Geelong Victoria 3220",https://www.bing.com/th?id=OLC.HK8iLjlQRucizA480x360&pid=Local,https://www.bing.com/maps?cp=-38.1606559753418%7E144.35549926757812&lvl=16.0&q=Air%20Control%20Australia%20%2C%201%2F123%20Balliang%20St%2C%20Geelong%20Victoria%203220,-38.16065598,144.3554993,,,Home service,,https://aircontrol.net.au/,1300 220 935,### In progress ###,### In progress ###,### In progress ###,### In progress ###,### In progress ###
ypid:YN4B94C7B844823015,Benmax ACT,"33 Hincksman St, Queanbeyan New South Wales 2620",https://www.bing.com/th?id=OLC.czaD5RJCHElZQw480x360&pid=Local,https://www.bing.com/maps?cp=-35.341148376464844%7E149.24026489257812&lvl=16.0&q=Benmax%20ACT%20%2C%2033%20Hincksman%20St%2C%20Queanbeyan%20New%20South%20Wales%202620,-35.34114838,149.2402649,,,Home service,Open · Closes 5 PM,https://benmax.com.au/,(02) 6122 3800,### In progress ###,### In progress ###,### In progress ###,### In progress ###,### In progress ###
ypid:YN637F357C11521CCE,One Hour Heating & Air Conditioning,"677 Robert M Grissom Pkwy, Myrtle Beach, SC 29577",https://www.bing.com/th?id=OLC.0yj638mqEupM/g480x360&pid=Local,https://www.bing.com/maps?cp=33.70311737060547%7E-78.90019989013672&lvl=16.0&q=One%20Hour%20Heating%20%26%20Air%20Conditioning%20%2C%20677%20Robert%20M%20Grissom%20Pkwy%2C%20Myrtle%20Beach%2C%20SC%2029577,33.70311737,-78.90019989,3,Yelp (104),HVAC services,Open 24 hours,https://onehourmagic.com/,(843) 448-6867,### In progress ###,### In progress ###,### In progress ###,### In progress ###,### In progress ###
ypid:YN9B1BDF0905F3BE5A,Air & Energy,"555 6th Ave W, Bradenton, FL 34205",https://www.bing.com/th?id=OLC.gA53we1JIDQRNw480x360&pid=Local,https://www.bing.com/maps?cp=27.49313735961914%7E-82.56786346435547&lvl=16.0&q=Air%20%26%20Energy%20%2C%20555%206th%20Ave%20W%2C%20Bradenton%2C%20FL%2034205,27.49313736,-82.56786346,3,Yelp (50),HVAC services,Closed · Opens 7:30 AM,https://www.airandenergy.biz/,(941) 778-0773,### In progress ###,### In progress ###,### In progress ###,### In progress ###,### In progress ###
ypid:YNFE0E45925FE7E1E4,Advanced Cooling Systems,"1660 N Hercules Ave, Clearwater, FL 33765",https://www.bing.com/th?id=OLC.eQ6yOaDsHmMqzg480x360&pid=Local,https://www.bing.com/maps?cp=27.98196792602539%7E-82.75829315185547&lvl=16.0&q=Advanced%20Cooling%20Systems%20%2C%201660%20N%20Hercules%20Ave%2C%20Clearwater%2C%20FL%2033765,27.98196793,-82.75829315,3.5,Yelp (21),HVAC services,Closed · Opens 8 AM,http://www.acs-advancedcooling.com/,(727) 334-7155,### In progress ###,### In progress ###,### In progress ###,### In progress ###,### In progress ###
ypid:YN9FBD80E95994B9CD,Air Masters Inc.,"7101 E 38th St Ste 7102, Tulsa, OK 74145",https://www.bing.com/th?id=OLC.ExEjw88w2RM1iw480x360&pid=Local,https://www.bing.com/maps?cp=36.108394622802734%7E-95.89705657958984&lvl=16.0&q=Air%20Masters%20Inc.%20%2C%207101%20E%2038th%20St%20Ste%207102%2C%20Tulsa%2C%20OK%2074145,36.10839462,-95.89705658,,,HVAC services,Closed · Opens 8 AM,https://www.airmastersinc.net/,(918) 299-7287,### In progress ###,### In progress ###,### In progress ###,### In progress ###,### In progress ###
ypid:YND2B142FF4AE63861,Badger Bob's Services,"215 Interstate Blvd, Sarasota, FL 34240",https://www.bing.com/th?id=OLC.5gsxD6qK8E+fMQ480x360&pid=Local,https://www.bing.com/maps?cp=27.33475112915039%7E-82.44552612304688&lvl=16.0&q=Badger%20Bob's%20Services%20%2C%20215%20Interstate%20Blvd%2C%20Sarasota%2C%20FL%2034240,27.33475113,-82.44552612,2.5,Yelp (99),HVAC services,Open 24 hours,http://www.badgerbobs.com/,(941) 225-2186,### In progress ###,### In progress ###,### In progress ###,### In progress ###,### In progress ###
ypid:YNBAB67F1B2B7BA67E,Ferguson HVAC Supply,"845 N Larch Ave Ste 1, Elmhurst, IL 60126",https://www.bing.com/th?id=OLC.4RISM5UJKUoECg480x360&pid=Local,https://www.bing.com/maps?cp=41.92462158203125%7E-87.94326782226562&lvl=16.0&q=Ferguson%20HVAC%20Supply%20%2C%20845%20N%20Larch%20Ave%20Ste%201%2C%20Elmhurst%2C%20IL%2060126,41.92462158,-87.94326782,,,HVAC supplier,Closed · Opens 7 AM,https://www.ferguson.com/store/il/elmhurst/hvac-1784,(630) 458-0840,### In progress ###,### In progress ###,### In progress ###,### In progress ###,### In progress ###
ypid:YN174B92BAEDBAE49D,Climatise,"1/57-59 Cameron St, Melbourne Victoria 3977",https://www.bing.com/th?id=OLC.PvhouWL/urhFIQ480x360&pid=Local,https://www.bing.com/maps?cp=-38.11515808105469%7E145.28915405273438&lvl=16.0&q=Climatise%20%2C%201%2F57-59%20Cameron%20St%2C%20Melbourne%20Victoria%203977,-38.11515808,145.2891541,,,HVAC supplier,Open · Closes 5 PM,https://climatise.com.au/,1300 210 300,### In progress ###,### In progress ###,### In progress ###,### In progress ###,### In progress ###